tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
330,39,0,3592.4000000000096,0,1.7030999879352748
331,39,0,3599.6750000000097,0,2.0189000060781837
332,39,0,3605.8000000000097,0,2.024599991273135
333,39,0,3611.9250000000097,0,2.0373000006657094
334,39,0,3617.0500000000097,0,2.4526999914087355
335,40,1,3622.1750000000097,0,1.6756000113673508
336,40,0,3634.07500000001,0,1.7655999981798232
337,40,0,3647.12500000001,0,2.0096999942325056
338,40,0,3652.77500000001,0,2.0751999982167035
339,40,0,3659.05000000001,0,2.1545999916270375
340,41,1,3665.32500000001,0,2.019900013692677
341,41,0,3686.25000000001,0,2.08459998248145
342,41,0,3707.32500000001,0,2.140600001439452
343,41,0,3713.60000000001,0,2.0386000105645508
344,41,0,3719.8750000000105,0,2.105799998389557
345,41,0,3730.6250000000095,0,1.6534999886061996
346,41,0,3745.4500000000103,0,2.0280999888200313
347,41,0,3752.87500000001,0,2.2019000025466084
348,41,0,3760.3000000000097,0,2.0345000084489584
349,41,0,3775.1250000000095,0,2.026100002694875
350,41,0,3787.02500000001,0,1.891399995656684
351,41,0,3794.4500000000103,0,2.0425000111572444
352,41,0,3800.72500000001,0,2.325700013898313
353,41,0,3804.07500000001,0,1.6453000134788454
354,41,0,3809.72500000001,0,2.0299000025261194
355,41,0,3815.3750000000105,0,1.738199993269518
356,42,1,3819.72500000001,0,2.016599988564849
357,42,0,3823.9250000000097,0,2.354099997319281
358,42,0,3827.1250000000105,0,2.330399991478771
359,42,0,3837.7250000000104,0,2.0416000043042004
360,42,0,3849.4750000000104,0,2.3979999823495746
361,42,0,3856.12500000001,0,2.0342000061646104
362,42,0,3861.77500000001,0,2.3160999990068376
363,42,0,3867.4250000000106,0,2.154699992388487
364,42,0,3873.0750000000103,0,1.649899990297854
365,43,1,3881.65000000001,0,2.212599996710196
366,43,0,3890.0750000000103,0,2.035000012256205
367,43,0,3895.5750000000107,0,1.7011000018101186
368,43,0,3901.0750000000107,0,2.119999990100041
369,43,0,3914.1250000000105,0,1.7439000075682998
370,43,0,3934.5750000000107,0,2.077700017252937
371,43,0,3947.6250000000105,0,2.044900000328198
372,43,0,3960.6750000000106,0,2.021499996772036
373,43,0,3966.3250000000107,0,1.9107999978587031
374,43,0,3971.9750000000104,0,2.2699999972246587
375,43,0,3977.6250000000105,0,2.3231999948620796
376,43,0,3980.975000000011,0,2.3434000031556934
377,43,0,3991.725000000011,0,2.2149999858811498
378,44,1,4002.475000000011,0,2.4178000167012215
379,44,0,4009.600000000011,0,1.6496999887749553
380,44,0,4016.725000000011,0,1.743400003761053
381,44,0,4020.075000000011,0,1.7951999907381833
382,44,0,4024.4250000000106,0,1.7211000085808337
383,44,0,4028.775000000011,0,1.9923000072594732
384,44,0,4034.4250000000106,0,2.0312000124249607
385,44,0,4048.6250000000114,0,2.3427999985869974
386,44,0,4068.9250000000106,0,2.0185000030323863
387,44,0,4073.275000000011,0,1.7047000001184642
388,44,0,4076.625000000011,0,2.1622999920509756
389,44,0,4080.975000000011,0,1.657299988437444
390,44,0,4084.1750000000106,0,2.0798000041395426
391,44,0,4089.300000000011,0,1.6490000125486404
392,44,0,4093.8000000000106,0,2.285700000356883
393,44,0,4099.300000000011,0,2.1803000126965344
394,44,0,4104.80000000001,0,1.982499990845099
395,44,0,4109.300000000011,0,2.097499993396923
396,44,0,4113.800000000011,0,2.323900000192225
397,44,0,4120.600000000011,0,2.3899999796412885
398,44,0,4134.800000000011,0,2.238000015495345
399,44,0,4147.700000000012,0,1.666500000283122
